Name,Identity,Type,Sex,Eye Color,Hair Color,Appearances,First Appearance,Studio
Starktech 9,Earth-616,Good,Male,Blue,No,3,1907,Marvel
The Storyteller,"Gavin,Earth-616",Neutral,Male,Blue,Bald,3,1907,Marvel
2-D,Earth-616,Good,Male,Brown,Brown,3,1908,Marvel
Akihira,Earth-616,Neutral,Male,Black,Black,3,1908,Marvel
Atsuko,Earth-616,Good,Female,Black,Black,3,1908,Marvel
Carmine Karnelli,Earth-616,Bad,Male,Brown,Black,3,1908,Marvel
Carol Danvers,"Modern, Skrull,Earth-616",Bad,Female,Green,Blond,3,1908,Marvel
Castlemere,Earth-616,Bad,Male,White,Bald,3,1908,Marvel
Chilly McHotpants,Earth-616,Bad,Male,Green,No,3,1908,Marvel
Chrell,Earth-616,Bad,Male,Green,No,3,1908,Marvel
Chris Chernin,Earth-616,Bad,Male,Brown,Brown,3,1908,Marvel
Clayton Wojciehowicz,Earth-616,Bad,Male,Black,Bald,3,1908,Marvel
Emilee Freeman,Earth-616,Neutral,Female,Brown,Black,3,1908,Marvel
Erich Eisenhardt,Earth-616,Good,Male,Blue,Black,3,1908,Marvel
Fountainhead,Earth-616,Neutral,Male,White,Blond,3,1908,Marvel
Henry Pym,"Giant-Man Skrull,Earth-616",Bad,Male,Green,No,3,1908,Marvel
Jash,Earth-616,Bad,Male,Green,No,3,1908,Marvel
Metzger,Earth-616,Bad,Male,Blue,Bald,3,1908,Marvel
Natsumi,Earth-616,Neutral,Female,Black,Black,3,1908,Marvel
Ouranos,Earth-616,Neutral,Male,Variable,Variable,3,1908,Marvel
Ralph Roberts,"Skrull,Earth-616",Bad,Male,Green,No,3,1908,Marvel
Rock of Buddha,Earth-616,Bad,Male,Brown,Brown,3,1908,Marvel
Ruth Eisenhardt,Earth-616,Good,Female,Blue,Auburn,3,1908,Marvel
Sinister Six,"Skrull,Earth-616",Bad,Male,Yellow,No,3,1908,Marvel
Wanda Maximoff,"Skrull,Earth-616",Bad,Female,Green,No,3,1908,Marvel
Albakor,Earth-616,Good,Female,Yellow,No,3,1909,Marvel
Alexander Erde,Earth-616,Good,Male,Brown,Brown,3,1909,Marvel
Axis Annie,Earth-616,Bad,Female,Blue,Blond,3,1909,Marvel
Clown,"Legion Personality,Earth-616",Bad,Male,Brown,Auburn,3,1909,Marvel
Drexel,"Legion Personality,Earth-616",Bad,Male,Brown,Bald,3,1909,Marvel
Jorge Valdez,Earth-616,Bad,Male,Brown,Brown,3,1909,Marvel
Lara Wilkinson,Earth-616,Neutral,Female,Blue,Black,3,1909,Marvel
Madame Mauser,Earth-616,Bad,Female,Blue,Black,3,1909,Marvel
Morass,Earth-616,Bad,Female,White,Brown,3,1909,Marvel
Penny Panzer,Earth-616,Bad,Female,Blue,Blond,3,1909,Marvel
Pythagoras Dupree,Earth-616,Bad,Male,Brown,Black,3,1909,Marvel
Cherry Blossom,Earth-616,Good,Female,Black,Pink,3,1910,Marvel
Fahd Alireza,Earth-616,Neutral,Male,Brown,Black,3,1910,Marvel
Galileo Galilei,Earth-616,Good,Male,Brown,Black,3,1910,Marvel
Inhuman Torch,Earth-616,Bad,Male,Red,No,3,1910,Marvel
Number Ninety-Six,Earth-616,Neutral,Female,Blue,Blond,3,1910,Marvel
Phorcys,Earth-616,Bad,Male,Red,No,3,1910,Marvel
Ryan Ralston,Earth-616,Good,Male,Brown,Brown,3,1910,Marvel
Skinner,"FBI,Earth-616",Neutral,Male,Blue,Brown,3,1910,Marvel
Steven Rogers,"Dr Bong Clone,Earth-616",Bad,Male,Blue,Blond,3,1910,Marvel
Superior,"Bastards of Evil,Earth-616",Bad,Male,Green,No,3,1910,Marvel
Thane,"Ano-Athox,Earth-616",Bad,Male,Yellow,Red,3,1910,Marvel
Vaipala Rani,Earth-616,Neutral,Female,Brown,Black,3,1910,Marvel
William Nguyen,Earth-616,Neutral,Male,Blue,Black,3,1910,Marvel
Agent Anesthesia,Earth-616,Bad,Female,Red,No,3,1911,Marvel
Angrir,Earth-616,Bad,Male,Orange,No,3,1911,Marvel
Darkstrider,Earth-616,Bad,Male,Blue,Black,3,1911,Marvel
Driver Reese,Earth-616,Neutral,Female,Green,Black,3,1911,Marvel
Funtzel,Earth-616,Neutral,Male,White,No,3,1911,Marvel
Greithoth,Earth-616,Bad,Male,Orange,Bald,3,1911,Marvel
Grigori,Earth-616,Bad,Male,Brown,Black,3,1911,Marvel
John Russel,Earth-616,Neutral,Male,Blue,Brown,3,1911,Marvel
Josh Glenn,Earth-616,Bad,Male,Brown,Blond,3,1911,Marvel
Karen Anderson,Earth-616,Neutral,Female,Blue,Brown,3,1911,Marvel
Kasha,Earth-616,Bad,Female,Black,Red,3,1911,Marvel
Leonard Walls,Earth-616,Neutral,Male,Brown,Bald,3,1911,Marvel
Mahmoud Ahmadinejad,Earth-616,Bad,Male,Brown,Bald,3,1911,Marvel
Nia Jones,Earth-616,Good,Female,Brown,Brown,3,1911,Marvel
Obb,Earth-616,Neutral,Male,White,No,3,1911,Marvel
Okami,Earth-616,Bad,Male,Black,Brown,3,1911,Marvel
Robert Christansen,Earth-616,Neutral,Male,Blue,Black,3,1911,Marvel
Rocky Flint,Earth-616,Good,Female,Brown,Black,3,1911,Marvel
Sophia Sanduval,Earth-616,Good,Female,Brown,Black,3,1911,Marvel
Susan in Sunshine,"Legion Personality,Earth-616",Neutral,Female,Green,Blond,3,1911,Marvel
Terry Roland,Earth-616,Neutral,Male,Blue,Blond,3,1911,Marvel
Flower,"Assassin,Earth-616",Bad,Female,Orange,Black,3,1912,Marvel
Hunter,Earth-616,Good,Female,Brown,Blond,3,1912,Marvel
Jason Wyngarde,"Clone,Earth-616",Bad,Male,Brown,Grey,3,1912,Marvel
Johnny Ito,Earth-616,Good,Male,Brown,Black,3,1912,Marvel
Meteor,Earth-616,Good,Male,Red,Red,3,1912,Marvel
Minister Marvel,Earth-616,Neutral,Male,Green,No,3,1912,Marvel
Pietro Maximoff,"Clone,Earth-616",Bad,Male,Blue,Silver,3,1912,Marvel
Scout,"Mutant,Earth-616",Good,Male,Green,Yellow,3,1912,Marvel
Shadowshift,Earth-616,Good,Male,Black,Black,3,1912,Marvel
Skunk Ape,Earth-616,Neutral,Male,Yellow,Red,3,1912,Marvel
Terrance Mitchell,Earth-616,Neutral,Male,Blue,Brown,3,1912,Marvel
Wanda Maximoff,"Clone,Earth-616",Bad,Female,Blue,Auburn,3,1912,Marvel
X-666,Earth-616,Bad,Female,Blue,Blond,3,1912,Marvel
Alexandra Draguno,Earth-616,Neutral,Female,Green,Red,3,1913,Marvel
Bride,Earth-616,Neutral,Female,Grey,White,3,1913,Marvel
Validator,Earth-616,Good,Female,Blue,Black,3,1913,Marvel
Yun Guang Han,Earth-616,Bad,Male,Green,Black,3,1913,Marvel
Jago,Earth-616,Bad,Male,Red,No,2,1940,Marvel
Mantor,Earth-616,Good,Male,Grey,Brown,2,1940,Marvel
Texas Kid,Earth-616,Good,Male,Black,Black,2,1940,Marvel
Tigerman,Earth-616,Good,Male,Brown,Black,2,1940,Marvel
Ambrose Meek,Earth-616,Bad,Male,Red,Brown,2,1942,Marvel
Monstro the Mighty,Earth-616,Good,Male,Brown,Brown,2,1942,Marvel
Modebl,Earth-616,Bad,Male,Red,No,2,1943,Marvel
Timothy Mulrooney,Earth-616,Good,Male,Blue,Grey,2,1943,Marvel
Son of Satan,"Lokison,Earth-616",Bad,Male,Red,Brown,2,1950,Marvel
Thoth,Earth-616,Neutral,Male,Black,No,2,1950,Marvel
Ben Maijus,Earth-616,Neutral,Male,Green,Blond,2,1952,Marvel
Cactus,"American Frontier,Earth-616",Good,Male,Blue,White,2,1957,Marvel
Dan Hawk,Earth-616,Good,Male,Blue,Blond,2,1957,Marvel
Man in Black,Earth-616,Neutral,Male,Red,Yellow,2,1960,Marvel
Bill Gordon,"Silver Age,Earth-616",Neutral,Male,Blue,Blond,2,1962,Marvel
Gorgi Gruff,Earth-616,Bad,Male,Blue,Black,2,1962,Marvel
Audumla,"Magic cow,Earth-616",Good,Female,Brown,Brown,2,1963,Marvel
Elias Weams,Earth-616,Neutral,Male,Blue,White,2,1963,Marvel
Uller,Earth-616,Good,Male,Blue,Red,2,1965,Marvel
Konrad Zaxon,Earth-616,Bad,Male,Blue,Black,2,1966,Marvel
Dragorr,Earth-616,Bad,Male,Blue,Bald,2,1967,Marvel
Irma Kruhl,Earth-616,Bad,Female,Blue,Blond,2,1968,Marvel
Al B. Harper,Earth-616,Good,Male,Brown,Black,2,1969,Marvel
Crime-Wave,"Hollis,Earth-616",Bad,Male,Black,Black,2,1969,Marvel
Llyna,Earth-616,Good,Male,Blue,Black,2,1969,Marvel
Draxon,Earth-616,Bad,Male,Blue,Bald,2,1970,Marvel
MK-5,Earth-616,Good,Male,Yellow,Blond,2,1970,Marvel
Mogol,Earth-616,Neutral,Male,White,Bald,2,1970,Marvel
Polyphemus,Earth-616,Bad,Male,One Eye,Bald,2,1970,Marvel
Val-Larr,Earth-616,Good,Male,Blue,Blond,2,1970,Marvel
Asmodeus,"Inhuman,Earth-616",Neutral,Male,Yellow,No,2,1971,Marvel
David Arnstead,Earth-616,Good,Male,Blue,Blond,2,1971,Marvel
Demitrius,Earth-616,Bad,Male,Black,Black,2,1971,Marvel
Ramrod,"alien,Earth-616",Bad,Male,Black,No,2,1971,Marvel
Shara-Lee,Earth-616,Bad,Female,Blue,Black,2,1971,Marvel
Spymaster,"Original,Earth-616",Bad,Male,Blue,Blond,2,1971,Marvel
Fialan,Earth-616,Bad,Male,Green,Bald,2,1972,Marvel
Mrs. Baker,Earth-616,Neutral,Female,Brown,Brown,2,1972,Marvel
Robert Bruce Banner,"Counter-Earth,Earth-616",Good,Male,Brown,Brown,2,1972,Marvel
Roger Dutton,Earth-616,Neutral,Male,Hazel,Brown,2,1972,Marvel
Torg the Abominable Snow-King,Earth-616,Bad,Male,Black,Blue,2,1972,Marvel
Hilda Zemo,Earth-616,Neutral,Female,Blue,Blond,2,1973,Marvel
Jennifer Glatzer,Earth-616,Bad,Female,Blue,Blond,2,1973,Marvel
Living Buddha,Earth-616,Bad,Male,Green,Black,2,1973,Marvel
Elianne Turac,Earth-616,Bad,Female,White,Black,2,1974,Marvel
Lord Karnaj,Earth-616,Bad,Male,Brown,Black,2,1974,Marvel
Nicholas Bordia,Earth-616,Bad,Male,Brown,Grey,2,1974,Marvel
Father Darklyte,Earth-616,Bad,Male,White,White,2,1975,Marvel
MCM-XLI,Earth-616,Neutral,Female,Gold,Blond,2,1975,Marvel
Steel Serpent,"Death Touch,Earth-616",Bad,Male,Green,Black,2,1975,Marvel
Tapping Tommy,Earth-616,Bad,Male,Blue,Blond,2,1975,Marvel
Abraham Beame,Earth-616,Neutral,Male,Brown,White,2,1976,Marvel
Edward Lansing,Earth-616,Bad,Male,Black,Black,2,1976,Marvel
Ragar,Earth-616,Bad,Male,White,Black,2,1976,Marvel
Man-Fish,Earth-616,Bad,Male,Red,No,2,1977,Marvel
Haemon,Earth-616,Neutral,Male,Red,No,2,1978,Marvel
Joseph Danvers," Jr.,Earth-616",Neutral,Male,Blue,Blond,2,1978,Marvel
Manipulator,"Robot,Earth-616",Bad,Male,White,No,2,1978,Marvel
Nathan Beame,Earth-616,Bad,Male,Red,Brown,2,1978,Marvel
Aeneas,Earth-616,Neutral,Male,Brown,Brown,2,1979,Marvel
Bloodhawk,"Avengers,Earth-616",Good,Male,Black,No,2,1979,Marvel
Darren Cross,Earth-616,Bad,Male,Black,Black,2,1979,Marvel
Hagar,Earth-616,Bad,Male,Green,No,2,1979,Marvel
Hiram Dobbs,Earth-616,Good,Male,Blue,White,2,1979,Marvel
Jaketch,Earth-616,Bad,Male,Green,No,2,1979,Marvel
Joshua Farkas,Earth-616,Bad,Male,Brown,Brown,2,1979,Marvel
Lupinar,Earth-616,Bad,Male,Blue,Blond,2,1979,Marvel
Passing Cloud,Earth-616,Good,Male,White,White,2,1979,Marvel
Tawa,Earth-616,Good,Male,Brown,Black,2,1979,Marvel
Alfred Tooks,Earth-616,Bad,Male,Brown,Black,2,1980,Marvel
Dephine,Earth-616,Good,Female,Blue,Green,2,1981,Marvel
Montenegro,Earth-616,Bad,Male,Brown,Red,2,1981,Marvel
Sep,Earth-616,Good,Male,Brown,Brown,2,1981,Marvel
Abraham Lincoln,"Robot,Earth-616",Neutral,Male,Grey,Brown,2,1982,Marvel
Arthur Chekhov,Earth-616,Good,Male,Brown,Bald,2,1982,Marvel
Asano Kimura,Earth-616,Good,Male,Brown,Black,2,1982,Marvel
Black Eagle,Earth-616,Good,Male,Brown,White,2,1982,Marvel
Daniel Shomron,Earth-616,Good,Male,Black,Black,2,1982,Marvel
Ereshkigal,"Goddess,Earth-616",Bad,Female,Blue,Black,2,1982,Marvel
Fear,"Dark Man,Earth-616",Bad,Male,Purple,Black,2,1982,Marvel
Ian Fate,Earth-616,Bad,Male,Blue,Black,2,1982,Marvel
Nose Norton,Earth-616,Neutral,Male,Blue,Red,2,1982,Marvel
Samhain,Earth-616,Bad,Male,Yellow,White,2,1982,Marvel
Thomas Zebulon Guthrie,Earth-616,Neutral,Male,Blue,Blond,2,1982,Marvel
Aelfyre Whitemane,Earth-616,Good,Male,Pink,White,2,1984,Marvel
Anthony Sloan,Earth-616,Bad,Male,Red,Bald,2,1984,Marvel
Bragi,Earth-616,Good,Male,Brown,Brown,2,1984,Marvel
Byrel Whitemane,Earth-616,Good,Male,Pink,Black,2,1984,Marvel
Karen Lee,"Ross,Earth-616",Neutral,Female,Brown,Brown,2,1984,Marvel
Ace Spencer,Earth-616,Bad,Male,Brown,Black,2,1985,Marvel
Ariane,"Galadorian,Earth-616",Good,Female,Green,Black,2,1985,Marvel
Celia DeWolff Weatherby,Earth-616,Good,Female,Violet,Brown,2,1985,Marvel
Fred Hopkins,Earth-616,Good,Male,Brown,Brown,2,1985,Marvel
Gorth,Earth-616,Bad,Male,Green,No,2,1985,Marvel
Horace Rosenthal,Earth-616,Good,Male,Blue,Brown,2,1985,Marvel
Lorenzo Spencer,Earth-616,Bad,Male,Brown,Black,2,1985,Marvel
Rose Spencer,Earth-616,Good,Female,Brown,Black,2,1985,Marvel
Thomas Hanson,Earth-616,Neutral,Male,Grey,Black,2,1985,Marvel
Zebediah Stane,Earth-616,Bad,Male,Blue,Brown,2,1985,Marvel
Emma la Porte,Earth-616,Good,Female,Brown,White,2,1986,Marvel
Jacob Fury,"LMD,Earth-616",Bad,Male,Blue,Brown,2,1986,Marvel
Marcus Coriander,Earth-616,Bad,Male,Blue,Brown,2,1986,Marvel
Michael Nowlan,Earth-616,Bad,Male,Brown,Brown,2,1986,Marvel
Sundance,Earth-616,Good,Male,Brown,Blond,2,1986,Marvel
Susan Hayakawa,Earth-616,Bad,Female,Green,Black,2,1986,Marvel
Umbra,Earth-616,Bad,Male,Blue,Black,2,1986,Marvel
Edward Buckman,Earth-616,Bad,Male,Blue,Blond,2,1987,Marvel
G.I. Max,Earth-616,Bad,Male,Brown,Brown,2,1987,Marvel
Irina Tarasova,Earth-616,Bad,Female,Blue,Brown,2,1987,Marvel
Ptakr,Earth-616,Bad,Male,Green,No,2,1987,Marvel
Phil,"Airport,Earth-616",Neutral,Male,Black,Brown,2,1988,Marvel
Terry Bollea,Earth-616,Neutral,Male,Blue,Blond,2,1988,Marvel
Benjamin Tucker,Earth-616,Good,Male,Brown,Brown,2,1989,Marvel
Bonehead,Earth-616,Bad,Male,Brown,Bald,2,1989,Marvel
Bud Cable,Earth-616,Bad,Male,Brown,Black,2,1989,Marvel
Clyde Bodtchik,Earth-616,Bad,Male,Brown,Brown,2,1989,Marvel
Gerald Grondier,Earth-616,Bad,Male,Blue,White,2,1989,Marvel
Joanna Nivena,Earth-616,Good,Female,Green,Blond,2,1989,Marvel
Robert Washington,Earth-616,Bad,Male,Hazel,Black,2,1989,Marvel
Ryan Laporto,Earth-616,Neutral,Male,Blue,Red,2,1989,Marvel
Talmadge Cobbleskill,Earth-616,Bad,Male,Brown,White,2,1989,Marvel
Victor Barlow,Earth-616,Bad,Male,Black,Brown,2,1989,Marvel
Dark Dweller,Earth-616,Bad,Male,Black,Bald,2,1990,Marvel
Timothy Jones,"Child,Earth-616",Good,Male,Brown,Black,2,1990,Marvel
Adam Wright,Earth-616,Neutral,Male,Blue,Black,2,1991,Marvel
Carmella,Earth-616,Bad,Female,Blue,Blond,2,1991,Marvel
Crimewave,"C.W.,Earth-616",Bad,Male,Brown,Brown,2,1991,Marvel
Ent,Earth-616,Neutral,Male,Red,Brown,2,1991,Marvel
Father Time,"Elders of the Universe,Earth-616",Good,Male,Green,White,2,1991,Marvel
Leonard Kryzewski,Earth-616,Bad,Male,Blue,Blond,2,1991,Marvel
Mora Hager,Earth-616,Bad,Female,Blue,Blond,2,1991,Marvel
Mr. Meer,Earth-616,Good,Male,Blue,Black,2,1991,Marvel
Mrs. Meer,Earth-616,Good,Female,Blue,Blond,2,1991,Marvel
Nakka,Earth-616,Neutral,Male,Red,Brown,2,1991,Marvel
Phineous Umbridge,Earth-616,Bad,Male,Blue,Brown,2,1991,Marvel
Theobald Blott,Earth-616,Good,Male,Blue,White,2,1991,Marvel
Angeline Kutter,Earth-616,Bad,Female,Blue,Red,2,1992,Marvel
Henry Akai,Earth-616,Bad,Male,Brown,Black,2,1992,Marvel
Jackal,"New Man,Earth-616",Bad,Male,Green,No,2,1992,Marvel
Jodi Furman,Earth-616,Good,Female,Blue,Red,2,1992,Marvel
Khoon,Earth-616,Bad,Male,Black,No,2,1992,Marvel
Mikula Golubev,Earth-616,Bad,Male,Blue,Black,2,1992,Marvel
Nino Cortese,Earth-616,Bad,Male,Black,Black,2,1992,Marvel
Saint Elmo,Earth-616,Good,Male,Blue,Red,2,1992,Marvel
Selena Slate,Earth-616,Neutral,Female,Variable,Variable,2,1992,Marvel
Yegor Balinov,Earth-616,Bad,Male,Green,Brown,2,1992,Marvel
Andromeda,"Pantheon,Earth-616",Good,Female,Blue,Blond,2,1993,Marvel
Angel of Vengeance,Earth-616,Neutral,Male,Blue,Blond,2,1993,Marvel
Ard,Earth-616,Neutral,Male,White,No,2,1993,Marvel
Astra,"Polemachus,Earth-616",Good,Female,Blue,Blond,2,1993,Marvel
Berserker 7,Earth-616,Bad,Male,Red,No,2,1993,Marvel
Bezial,Earth-616,Bad,Male,White,No,2,1993,Marvel
Black Curator,Earth-616,Bad,Male,White,No,2,1993,Marvel
Boneyard,Earth-616,Neutral,Female,Brown,Black,2,1993,Marvel
Butane,Earth-616,Neutral,Male,White,No,2,1993,Marvel
Chon Li,Earth-616,Bad,Male,Brown,Brown,2,1993,Marvel
Cyanide,Earth-616,Neutral,Male,Yellow,Bald,2,1993,Marvel
Ferret,"Warpies,Earth-616",Neutral,Male,Yellow,Brown,2,1993,Marvel
Franz Lubischt,Earth-616,Bad,Male,Black,No,2,1993,Marvel
Glora Teth,Earth-616,Good,Female,White,Brown,2,1993,Marvel
Henry McCoy,"X-Beast,Earth-616",Bad,Male,Blue,Blue,2,1993,Marvel
Hook,"Hellbent,Earth-616",Bad,Male,Red,Bald,2,1993,Marvel
Louis St. Croix,Earth-616,Good,Male,Black,Grey,2,1993,Marvel
Maximilian Stone,Earth-616,Good,Male,Blue,Bald,2,1993,Marvel
Moira Brandon,Earth-616,Good,Female,Brown,Grey,2,1993,Marvel
Morel,Earth-616,Good,Male,Blue,Blond,2,1993,Marvel
Orlando Sinclair,Earth-616,Good,Male,Brown,Black,2,1993,Marvel
Peter Gyrich,"Piecemeal,Earth-616",Bad,Male,Red,Grey,2,1993,Marvel
Piecemeal,"Mutate 416,Earth-616",Bad,Male,Red,Red,2,1993,Marvel
Shakata,Earth-616,Bad,Male,Green,Bald,2,1993,Marvel
Shiv,"Cult Leader,Earth-616",Bad,Male,Red,Brown,2,1993,Marvel
Sparky the Lightning Kid,Earth-616,Good,Male,Blue,Blond,2,1993,Marvel
War-Crime,Earth-616,Bad,Male,White,Bald,2,1993,Marvel
Aftermath,"Sleeper,Earth-616",Neutral,Male,White,No,2,1994,Marvel
Armorer,Earth-616,Bad,Male,Blue,Brown,2,1994,Marvel
Drasil,Earth-616,Bad,Male,Blue,Black,2,1994,Marvel
Elsa Chandler,Earth-616,Neutral,Female,Green,Red,2,1994,Marvel
Jongalt,Earth-616,Good,Male,Brown,White,2,1994,Marvel
Mephitisoid,Earth-616,Bad,Male,Yellow,White,2,1994,Marvel
Raze,Earth-616,Bad,Male,Green,No,2,1994,Marvel
Rion,Earth-616,Good,Male,Blue,Blue,2,1994,Marvel
Stefan of Symkaria,Earth-616,Good,Male,Brown,Black,2,1994,Marvel
Stephen Loss,Earth-616,Good,Male,Black,Grey,2,1994,Marvel
Tupac Amaru,Earth-616,Good,Male,Brown,Black,2,1994,Marvel
Tzadqiel,Earth-616,Good,Male,Blue,Blond,2,1994,Marvel
Verdelet,Earth-616,Bad,Male,Red,Bald,2,1994,Marvel
Vranx,Earth-616,Bad,Male,Green,No,2,1994,Marvel
Wildwind,Earth-616,Good,Female,Brown,Brown,2,1994,Marvel
Carson Rowntree,Earth-616,Bad,Male,Brown,Brown,2,1995,Marvel
Cedaric,Earth-616,Good,Male,Brown,Brown,2,1995,Marvel
Domitian,Earth-616,Bad,Male,White,White,2,1995,Marvel
Elalyth,Earth-616,Good,Female,Black,Black,2,1995,Marvel
Eva Slougart,Earth-616,Good,Female,Blue,Brown,2,1995,Marvel
Firefist,Earth-616,Bad,Male,Red,Brown,2,1995,Marvel
Sanction,"Aaron,Earth-616",Bad,Male,Blue,Brown,2,1995,Marvel
Skyline Killer,Earth-616,Bad,Male,Green,No,2,1995,Marvel
Sven Claris,Earth-616,Good,Male,Brown,Black,2,1995,Marvel
Angelface,Earth-616,Bad,Female,Green,Red,2,1996,Marvel
Baal,"Sandstormers,Earth-616",Neutral,Male,Brown,Bald,2,1996,Marvel
Cold Winter,Earth-616,Bad,Male,Red,No,2,1996,Marvel
Harith Damyish,Earth-616,Bad,Male,Grey,Brown,2,1996,Marvel
Jara,Earth-616,Good,Female,Blue,Red,2,1996,Marvel
Price,"Worldengine,Earth-616",Bad,Male,Blue,White,2,1996,Marvel
Veeda Leebre,Earth-616,Neutral,Male,White,No,2,1996,Marvel
Alistaire Armstrong,Earth-616,Bad,Male,Blue,Black,2,1997,Marvel
Andrew Blanding,Earth-616,Good,Male,Brown,Brown,2,1997,Marvel
Aurelio Santurce,Earth-616,Bad,Male,Brown,Brown,2,1997,Marvel
Joanna Blanding,Earth-616,Good,Female,Blue,Blond,2,1997,Marvel
Olivier Stoker,Earth-616,Bad,Male,Brown,Brown,2,1997,Marvel
Robert Takahama,Earth-616,Neutral,Male,Brown,Black,2,1997,Marvel
Agent Briggs,Earth-616,Bad,Male,Brown,Black,2,1998,Marvel
Jenny,"Reporter,Earth-616",Neutral,Female,Blue,Black,2,1998,Marvel
Jomo Kimane,Earth-616,Bad,Male,Brown,Black,2,1998,Marvel
Marista,Earth-616,Good,Female,Blue,Black,2,1998,Marvel
Oyakata,Earth-616,Neutral,Male,Brown,Black,2,1998,Marvel
Simon Krieger,Earth-616,Bad,Male,Blue,Blond,2,1998,Marvel
Stem,Earth-616,Bad,Male,Green,No,2,1998,Marvel
Vittorio Silvani,Earth-616,Bad,Male,Blue,Blond,2,1998,Marvel
Ceranda,Earth-616,Good,Female,Blue,Black,2,1999,Marvel
Christina Carr,Earth-616,Bad,Female,Blue,Black,2,1999,Marvel
Finn,Earth-616,Neutral,Male,Green,Green,2,1999,Marvel
Hoarfrost,Earth-616,Bad,Male,Blue,No,2,1999,Marvel
Lucas Guthrie,Earth-616,Good,Male,Brown,Brown,2,1999,Marvel
Mrs. St. Croix,Earth-616,Good,Female,Brown,Brown,2,1999,Marvel
Owen Candler,Earth-616,Neutral,Male,Blue,White,2,1999,Marvel
Paulette Brazee,Earth-616,Good,Female,Brown,Blond,2,1999,Marvel
Randall Jefferson,Earth-616,Neutral,Male,Black,Black,2,1999,Marvel
Reanimator,Earth-616,Bad,Male,Black,Black,2,1999,Marvel
Claude Potier,Earth-616,Neutral,Male,Hazel,Brown,2,1900,Marvel
Cyanide Jane,Earth-616,Good,Female,Blue,White,2,1900,Marvel
Emma,"Cyborg,Earth-616",Neutral,Female,Black,Red,2,1900,Marvel
Flatiron,"Russell,Earth-616",Good,Male,Brown,Bald,2,1900,Marvel
Goth,Earth-616,Bad,Male,Black,Black,2,1900,Marvel
Katyusha,"Anya,Earth-616",Good,Female,Brown,Brown,2,1900,Marvel
Mako,"First Line,Earth-616",Good,Female,Black,Black,2,1900,Marvel
Rapunzel,Earth-616,Good,Female,Brown,Red,2,1900,Marvel
Tabitha Gance,Earth-616,Bad,Female,Red,Blond,2,1900,Marvel
Theoren Marceaux,Earth-616,Neutral,Male,Brown,Black,2,1900,Marvel
Visalia,Earth-616,Good,Female,Green,Blond,2,1900,Marvel
Aryan,Earth-616,Bad,Male,Blue,No,2,1901,Marvel
Donald Trask III,Earth-616,Bad,Male,Brown,Brown,2,1901,Marvel
Fiona Dunn,Earth-616,Neutral,Female,Blue,Red,2,1901,Marvel
Harvester,Earth-616,Bad,Male,Variable,No,2,1901,Marvel
Jack Abbott,Earth-616,Bad,Male,Brown,Bald,2,1901,Marvel
Michael Dorie,Earth-616,Good,Male,Blue,Black,2,1901,Marvel
Oswald,"Brotherhood,Earth-616",Bad,Male,Brown,Blond,2,1901,Marvel
Papa Hagg,Earth-616,Good,Male,Brown,Bald,2,1901,Marvel
Alex,"Telepath,Earth-616",Good,Male,Brown,Black,2,1902,Marvel
Anzehlika Medvedev,Earth-616,Neutral,Female,Blue,Black,2,1902,Marvel
Avery Connor,Earth-616,Good,Female,Blue,Black,2,1902,Marvel
Blimp,Earth-616,Neutral,Male,White,Bald,2,1902,Marvel
Imdugud,Earth-616,Bad,Male,Red,No,2,1902,Marvel
Jane Jones,Earth-616,Neutral,Female,Green,Red,2,1902,Marvel
Maksim Golitsyn,Earth-616,Good,Male,Brown,Brown,2,1902,Marvel
Peter,"Mutant,Earth-616",Neutral,Male,Brown,Black,2,1902,Marvel
Tischenko,Earth-616,Bad,Male,Brown,White,2,1902,Marvel
Waldo Dini,Earth-616,Bad,Male,Brown,Brown,2,1902,Marvel
Zona Cluster-6,Earth-616,Bad,Male,White,No,2,1902,Marvel
Billy Taylor,Earth-616,Good,Male,Blue,Brown,2,1903,Marvel
Christian Wagner,Earth-616,Good,Male,Brown,Brown,2,1903,Marvel
Christopher Alleyne,Earth-616,Good,Male,Brown,Brown,2,1903,Marvel
Dallas Huxley,Earth-616,Good,Male,Brown,Black,2,1903,Marvel
Dante Ortega,Earth-616,Neutral,Male,Brown,Black,2,1903,Marvel
Dorothy Alleyne,Earth-616,Good,Female,Brown,Brown,2,1903,Marvel
G\u00fcnter Gross,Earth-616,Bad,Male,Red,Bald,2,1903,Marvel
Jack Freestone,Earth-616,Good,Male,Blue,Black,2,1903,Marvel
Jack Harvey,Earth-616,Good,Male,Brown,Bald,2,1903,Marvel
Jefferson Jamison,Earth-616,Good,Male,Brown,Bald,2,1903,Marvel
Jonas Keller,Earth-616,Bad,Male,Black,Black,2,1903,Marvel
Kara,Earth-616,Neutral,Female,Green,Brown,2,1903,Marvel
Lazarus,"Domino brother,Earth-616",Neutral,Male,Blue,Black,2,1903,Marvel
Miranda Mantega,Earth-616,Good,Female,Brown,Brown,2,1903,Marvel
Mr. Canfield,Earth-616,Good,Male,Brown,Grey,2,1903,Marvel
Mrs. Canfield,Earth-616,Good,Male,Brown,Black,2,1903,Marvel
Nallo,Earth-616,Neutral,Male,Red,No,2,1903,Marvel
Oscar,Earth-616,Bad,Male,Brown,Brown,2,1903,Marvel
